"Title","PubYear","Country","DALYinCurrentUSDollars"
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Uganda",443.122498094935
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Zambia",3888.24389173443
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Zimbabwe",2786.05469224759
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Angola",137.30556278998
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Bangladesh",318.299259194953
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Bolivia",244.653548243964
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Burkina Faso",227.178294797967
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Burundi",132.312633233981
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Cameroon",290.838146636957
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Congo, Dem. Rep.",53.6739927269921
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Cote d'Ivoire",59.9151546719912
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Egypt, Arab Rep.",832.571003462878
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Ethiopia",53.6739927269921
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Ghana",313.306329638954
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Guatemala",1139.63617115683
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Guinea-Bissau",167.263140125975
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"India",272.11466080196
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Indonesia",532.995230102922
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Kenya",200.965414628971
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Madagascar",122.326774121982
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Malawi",131.064400844981
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Mali",3365.23452074351
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Mexico",5306.23588563822
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Mozambique",375.717949088945
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Myanmar",396.937899701942
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Nepal",48.6810631709929
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Niger",101.106823508985
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Nigeria",58.6669222829914
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Pakistan",360.739160420947
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Peru",1907.29909039172
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Philippines",436.881336149936
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Rwanda",84.8798024519875
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Sierra Leone",86.1280348409874
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"South Africa",916.202573525866
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Sudan",619.123264943909
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Tanzania",132.312633233981
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Uzbekistan",1205.79248777382
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Vietnam",641.591447945906
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Yemen, Rep.",268.369963634961
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Zimbabwe",607.889173442911
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Afghanistan",52.4257603379923
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Bangladesh",523.009370990923
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Bolivia",821.336911961879
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Burkina Faso",101.106823508985
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Cameroon",524.257603379923
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Chad",133.56086562298
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Congo, Dem. Rep.",46.1845983929932
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Cote d'Ivoire",559.208110271918
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Egypt, Arab Rep.",498.044723210927
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"Guinea",187.234858349973
"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries",2009,"India",2250.56299736667
"Estimating the cost-effectiveness of pneumococcal conjugate vaccination in Brazil",2009,"Brazil",2331.90536208091
"Evaluating investments in typhoid vaccines in two slums in Kolkata, India",2009,"India",183.490161182973
"Evaluating investments in typhoid vaccines in two slums in Kolkata, India",2009,"India",207.20657657397
"Evaluating investments in typhoid vaccines in two slums in Kolkata, India",2009,"India",566.697504605917
"The cost effectiveness of integrated care for people living with HIV including antiretroviral treatment in a primary health care centre in Bujumbura, Burundi",2009,"Burundi",322.043956361953
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",716.485391285895
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",3443.87316125049
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",1341.8498181748
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",275.85935796896
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",1511.60942307878
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",383.207343422944
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",1849.88040049773
"Screening for refractive error and fitting with spectacles in rural and urban India: cost-effectiveness",2009,"India",6303.57356444908
"Economic evaluation of a routine rotavirus vaccination programme in Indonesia",2009,"Indonesia",150.362073578918
"The cost effectiveness of home-based provision of antiretroviral therapy in rural Uganda",2009,"Uganda",817.946887241927
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",3743.44893461045
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",577.931596106915
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",620.371497332909
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",2354.16628565365
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",953.64954519586
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",486.810631709929
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Bangladesh",3616.12923093247
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",2652.49382662461
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",479.32123737593
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",1496.63063441078
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",1054.75636870485
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"India",3539.98705520348
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",3265.37592962352
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",29227.3613884307
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",3173.00673283753
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",13271.2067598461
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",4243.99012259938
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Indonesia",19442.4676910611
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",159.773745791977
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",2181.91021597168
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",173.504302070975
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",1349.3392125088
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",413.164920758939
"Cost-effectiveness of new-generation oral cholera vaccines: a multisite analysis",2009,"Mozambique",1688.85842231675
"Cost-benefit analysis of a rotavirus immunization program in the Arab Republic of Egypt",2009,"Egypt, Arab Rep.",481.046559139785
"Rotavirus disease burden and impact and cost-effectiveness of a rotavirus vaccination program in kenya",2009,"Kenya",33.7022745029951
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",53.6739927269921
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",147.291421901978
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",131.064400844981
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",27.461112557996
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",67.4045490059901
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",41.191668836994
"Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries",2009,"Multiple Countries",101.106823508985
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",83.6315700629877
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",76.1421757289888
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",700.258370228897
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",438.129568538936
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",152.284351457978
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",400.682596868941
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",342.01567458595
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",129.816168455981
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",292.086379025957
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",424.399012259938
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",169.759604903975
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",434.384871371936
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",34453.7104011729
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",136.05733040098
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",434.384871371936
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",177.248999237974
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",349.505068919949
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",1667.63847170376
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",136.05733040098
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",178.497231626974
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",323.292188750953
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",139.802027567979
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",324.540421139952
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",109.844450231984
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",363.235625198947
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",410.66845598094
"Economic costs of rotavirus gastroenteritis and cost-effectiveness of vaccination in developing countries",2009,"Multiple Countries",153.532583846977
"Cost-effectiveness of rotavirus vaccination in peru",2009,"Peru",789.527604166667
"Cost-effectiveness of rotavirus vaccination in peru",2009,"Peru",745.878923611111
"Cost-effectiveness of rotavirus vaccination in peru",2009,"Peru",797.2303125
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",-4671.48456776044
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",-1411.71070557459
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",3028.12249157998
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",6239.76755840724
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",9176.12876236359
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",174346.446484908
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",110113.545148363
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",-9787.90126695037
"Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia",2009,"Australia",17128.8042768412
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",66.1142900934962
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",97.3683181376943
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",139.441048197192
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",227.192742321287
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",295.711188418183
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",601.039000849965
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",921.993827303847
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",1605.97621027111
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",2888.59343808493
"Determining a cost effective intervention response to HIV/AIDS in Peru",2009,"Peru",7125.91839407719
"Economic evaluation of skin cancer prevention in Australia",2009,"Australia",14681.8060197817
"Cost-effectiveness of active transport for primary school children - Walking School Bus program",2009,"Australia",574143.680218814
"Cost-effectiveness of adding bed net distribution for malaria prevention to antenatal services in Kinshasa, Democratic Republic of the Congo",2009,"Congo, Rep.",22.8198946236559
"Cost-effectiveness of adding bed net distribution for malaria prevention to antenatal services in Kinshasa, Democratic Republic of the Congo",2009,"Congo, Rep.",20.4477917562724
"Cost-effectiveness of adding bed net distribution for malaria prevention to antenatal services in Kinshasa, Democratic Republic of the Congo",2009,"Congo, Rep.",22.9789182795699
"Transmission dynamics and economics of rabies control in dogs and humans in an African city",2009,"Chad",57.4186898939916
"Transmission dynamics and economics of rabies control in dogs and humans in an African city",2009,"Chad",57.4186898939916
"Economic impact of a rotavirus vaccination program in Mexico",2009,"Mexico",1421.73669107079
"The cost-effectiveness of removing television advertising of high-fat and/or high-sugar food and beverages to Australian children",2009,"Australia",NA
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",10093.7416385999
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",68820.9657177269
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",-17155.4150502521
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",3720.04848090601
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",-19269.8704009635
"Cost-effectiveness of interventions to promote physical activity: a modelling study",2009,"Australia",18746.9228227964
"Cost-effectiveness of supplementary immunization for measles in India",2009,"India",13.058721408499
"Comparative impact assessment of child pneumonia interventions",2009,NA,11131.7364451004
"Comparative impact assessment of child pneumonia interventions",2009,NA,22247.2458691437
"Comparative impact assessment of child pneumonia interventions",2009,NA,444.370730483935
"Comparative impact assessment of child pneumonia interventions",2009,NA,1044.77050959285
"Comparative impact assessment of child pneumonia interventions",2009,NA,1962.22131550771
"Comparative impact assessment of child pneumonia interventions",2009,NA,1369.3109307328
"Comparative impact assessment of child pneumonia interventions",2009,NA,368.228554754946
"Comparative impact assessment of child pneumonia interventions",2009,NA,34.9505068919949
"Comparative impact assessment of child pneumonia interventions",2009,NA,1506.61649352278
"Comparative impact assessment of child pneumonia interventions",2009,NA,305.816935304955
"Comparative impact assessment of child pneumonia interventions",2009,NA,4134.14567236739
"Comparative impact assessment of child pneumonia interventions",2009,NA,302.072238137956
"Comparative impact assessment of child pneumonia interventions",2009,NA,131.064400844981
"Comparative impact assessment of child pneumonia interventions",2009,NA,1612.71624658776
"Comparative impact assessment of child pneumonia interventions",2009,NA,508.030582322925
"Comparative impact assessment of child pneumonia interventions",2009,NA,7005.08016706697
"Comparative impact assessment of child pneumonia interventions",2009,NA,508.030582322925
"Comparative impact assessment of child pneumonia interventions",2009,NA,171.007837292975
"Comparative impact assessment of child pneumonia interventions",2009,NA,1806.19226688274
"Comparative impact assessment of child pneumonia interventions",2009,NA,1612.71624658776
"Comparative impact assessment of child pneumonia interventions",2009,NA,369.476787143946
"Comparative impact assessment of child pneumonia interventions",2009,NA,78.6386405069885
"Comparative impact assessment of child pneumonia interventions",2009,NA,32.4540421139952
"Comparative impact assessment of child pneumonia interventions",2009,NA,340.76744219695
"Comparative impact assessment of child pneumonia interventions",2009,NA,111.092682620984
"Comparative impact assessment of child pneumonia interventions",2009,NA,1261.96294527881
"Comparative impact assessment of child pneumonia interventions",2009,NA,303.320470526956
"Comparative impact assessment of child pneumonia interventions",2009,NA,82.3833376739879
"Comparative impact assessment of child pneumonia interventions",2009,NA,23.7164153909965
"Comparative impact assessment of child pneumonia interventions",2009,NA,300.824005748956
"Comparative impact assessment of child pneumonia interventions",2009,NA,86.1280348409874
"Comparative impact assessment of child pneumonia interventions",2009,NA,81.1351052849881
"Comparative impact assessment of child pneumonia interventions",2009,NA,101.106823508985
"Comparative impact assessment of child pneumonia interventions",2009,NA,131.064400844981
"Comparative impact assessment of child pneumonia interventions",2009,NA,114.837379787983
"Comparative impact assessment of child pneumonia interventions",2009,NA,428.143709426937
"Comparative impact assessment of child pneumonia interventions",2009,NA,1097.19626993084
"Comparative impact assessment of child pneumonia interventions",2009,NA,411.916688369939
"Comparative impact assessment of child pneumonia interventions",2009,NA,792.627567014884
"Comparative impact assessment of child pneumonia interventions",2009,NA,342.01567458595
"Costs and health effects of screening and delivery of hearing aids in Tamil Nadu, India: an observational study",2009,"India",1127.15384726683
"Costs and health effects of screening and delivery of hearing aids in Tamil Nadu, India: an observational study",2009,"India",903.720249635867
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",68.4508896070327
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",247.96448089435
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",1631.4884218259
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",3497.7951272044
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",15214.6834958996
"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina",2009,"Argentina",32182.7977268985
"Costs and cost-effectiveness of vector control in Eritrea using insecticide-treated bed nets",2009,"Eritrea",58.3086738351255
"Targeted BCG vaccination against severe tuberculosis in low-prevalence settings: epidemiologic and economic assessment",2009,"Netherlands",7385.70397722505
"Targeted BCG vaccination against severe tuberculosis in low-prevalence settings: epidemiologic and economic assessment",2009,"Netherlands",9117.88829174064
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",2376.19158536585
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",2024.49719512195
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",2212.3681300813
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1782.51943089431
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1790.03426829268
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1499.96154471545
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1976.40223577236
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1621.70191056911
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1725.40666666667
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1946.34288617886
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1941.83398373984
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",1582.62475609756
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",25.5504471544715
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",21.0415447154472
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",16.5326422764228
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",18.0356097560976
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",87.1721138211382
"Cost-effectiveness of selected interventions for hearing impairment in Africa and Asia: a mathematical modelling approach",2009,"Multiple Countries",395.280447154472
"Cost-effectiveness of malaria intermittent preventive treatment in infants (IPTi) in Mozambique and the United Republic of Tanzania",2009,"Tanzania",4.75000347222222
"Cost-effectiveness of malaria intermittent preventive treatment in infants (IPTi) in Mozambique and the United Republic of Tanzania",2009,"Mozambique",14.3783888888889
"Cost-effectiveness of Rotavirus vaccination in Vietnam",2009,"Vietnam",739.851455796718
"Cost effectiveness of community-based therapeutic care for children with severe acute malnutrition in Zambia: decision tree model",2009,"Zambia",63.7101340900963
"Cost-effectiveness of introducing the conjugated pneumococcal vaccine to routine free immunizations for infants in Lazio, Italy",2009,"Italy",85333.9981304267
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",320.132073170732
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",247.989634146342
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",276.546016260163
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",665.814593495935
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",532.050487804878
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",494.476300813008
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",327.646910569106
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",267.528211382114
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",288.569756097561
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",290.072723577236
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",387.765609756098
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",309.611300813008
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",291.575691056911
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",234.462926829268
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",260.01337398374
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",554.595
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",467.422886178862
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",432.854634146342
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",952.881382113821
"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe",2009,"International",814.60837398374
